Timestamp,MCSS.MB8240
6/26/2020 13:15,"-17,251.05"
6/26/2020 13:30,"-17,324.86"
6/26/2020 13:45,"-17,370.79"
6/26/2020 14:00,"-17,842.13"
6/26/2020 14:15,"-17,321.14"
6/26/2020 14:30,"-17,590.97"
6/26/2020 14:45,"-17,074.87"
6/26/2020 15:00,"-17,432.10"
6/26/2020 15:15,"-17,460.65"
6/26/2020 15:30,"-16,840.48"
6/26/2020 15:45,"-17,628.21"
6/26/2020 16:00,"-17,507.87"
6/26/2020 16:15,"-16,522.51"
6/26/2020 16:30,"-16,921.66"
6/26/2020 16:45,"-17,703.61"
6/26/2020 17:00,"-16,781.16"
6/26/2020 17:15,"-15,711.78"
6/26/2020 17:30,"-15,673.16"
6/26/2020 17:45,"-16,676.28"
6/26/2020 18:00,"-16,409.56"
6/26/2020 18:15,"-16,043.48"
6/26/2020 18:30,"-15,682.50"
6/26/2020 18:45,"-15,817.50"
6/26/2020 19:00,"-15,883.17"
6/26/2020 19:15,"-15,466.42"
6/26/2020 19:30,"-15,735.06"
6/26/2020 19:45,"-15,358.21"
6/26/2020 20:00,"-14,761.88"
6/26/2020 20:15,"-14,562.08"
6/26/2020 20:30,"-14,637.55"
6/26/2020 20:45,"-14,526.51"
6/26/2020 21:00,"-14,576.37"
6/26/2020 21:15,"-14,598.30"
6/26/2020 21:30,"-14,333.09"
6/26/2020 21:45,"-14,349.58"
6/26/2020 22:00,"-14,858.43"
6/26/2020 22:15,"-14,539.75"
6/26/2020 22:30,"-13,788.34"
6/26/2020 22:45,"-13,668.48"
6/26/2020 23:00,"-13,932.51"
6/26/2020 23:15,"-14,467.08"
6/26/2020 23:30,"-14,115.57"
6/26/2020 23:45,"-13,730.38"
6/27/2020 0:00,"-13,292.54"
6/27/2020 0:15,"-13,383.63"
6/27/2020 0:30,"-13,621.07"
6/27/2020 0:45,"-13,932.74"
6/27/2020 1:00,"-13,685.20"
6/27/2020 1:15,"-12,945.98"
6/27/2020 1:30,"-12,911.55"
6/27/2020 1:45,"-13,121.45"
6/27/2020 2:00,"-13,165.83"
6/27/2020 2:15,"-12,963.71"
6/27/2020 2:30,"-13,221.45"
6/27/2020 2:45,"-12,972.42"
6/27/2020 3:00,"-13,945.09"
6/27/2020 3:15,"-13,240.03"
6/27/2020 3:30,"-13,025.76"
6/27/2020 3:45,"-13,213.31"
6/27/2020 4:00,"-12,800.51"
6/27/2020 4:15,"-12,629.92"
6/27/2020 4:30,"-13,053.67"
6/27/2020 4:45,"-13,401.85"
6/27/2020 5:00,"-13,172.30"
6/27/2020 5:15,"-13,398.84"
6/27/2020 5:30,"-13,451.70"
6/27/2020 5:45,"-13,483.50"
6/27/2020 6:00,"-13,530.38"
6/27/2020 6:15,"-13,639.92"
6/27/2020 6:30,"-13,552.18"
6/27/2020 6:45,"-13,565.05"
6/27/2020 7:00,"-13,502.85"
6/27/2020 7:15,"-13,824.02"
6/27/2020 7:30,"-13,721.72"
6/27/2020 7:45,"-13,661.02"
6/27/2020 8:00,"-13,785.30"
6/27/2020 8:15,"-13,850.74"
6/27/2020 8:30,"-13,897.28"
6/27/2020 8:45,"-14,424.78"
6/27/2020 9:00,"-14,789.45"
6/27/2020 9:15,"-14,616.95"
6/27/2020 9:30,"-14,684.82"
6/27/2020 9:45,"-14,732.41"
6/27/2020 10:00,"-14,564.40"
6/27/2020 10:15,"-14,806.79"
6/27/2020 10:30,"-14,881.79"
